"POPONE"	"POPTWO"	"POPTHREE"	"DISP"
11010	31558	232	0.0093401
1019	4241	432	0.0209346
6780	1205	2719	0.2722189
608	12691	6639	0.1713374
1385	17400	124	0.1626581
4203	869	37706	0.2802017
4114	489	300	0.1701092
498	207	98750	0.0141422
43109	105	651	0.0298404
63859	506	1505	0.2988657
25541	71041	12181	0.2242615
7811	446	82381	0.2755466
169	8617	776	0.0466107
227	2227	7615	0.2738098
37653	221	273	0.0710149
6642	85553	10757	0.184263
4719	3828	432	0.1541615
162	1487	6274	0.1385997
10269	1441	545	0.1157517
381	1692	832	0.1876198
1300	135	1835	0.2987235
3131	115	1287	0.0791944
2230	17024	45911	0.126361
311	101	1552	0.102125
691	845	3207	0.0735232
116	4866	6841	0.1352795
662	571	15937	0.037065
71143	6598	4249	0.1783861
9908	1608	1117	0.0558719
27467	10633	448	0.0652633
553	51221	108	0.2475547
1272	128	35548	0.0658771
217	95425	9017	0.0210825
2379	12614	176	0.2330359
1371	114	8689	0.0936987
420	12107	138	0.0695797
3075	89633	1690	0.1017871
7952	1204	2954	0.0181174
388	3360	6027	0.2857241
204	54237	1273	0.1490814
41646	13965	2701	0.1915148
1570	35101	4399	0.1300196
52281	1246	21409	0.1420951
133	37213	15212	0.0561918
13180	3228	495	0.1247285
63019	65543	35792	0.1846686
229	64574	6014	0.2461292
803	504	486	0.2837057
218	697	4039	0.2202529
9055	371	3262	0.0926062
680	52368	210	0.0653235
1911	4507	424	0.1742847
1466	9333	1196	0.0849524
6750	252	636	0.2782525
6397	387	203	0.1993411
387	1184	61179	0.1792285
183	40882	1254	0.2472905
1946	337	86007	0.0377069
220	5313	147	0.1949949
970	14167	1103	0.0577556
1009	1551	14207	0.1911521
130	41041	112	0.1546737
380	9881	1270	0.2484008
19071	966	980	0.0455488
23790	3954	304	0.23314
464	2992	501	0.0588817
924	77137	4977	0.2917843
194	1551	53960	0.0259284
101	2060	775	0.1104406
6213	6328	632	0.2807711
171	31725	9747	0.1957945
72707	2873	47535	0.2753853
574	191	179	0.1069319
7292	71142	700	0.0744757
1522	689	1052	0.2009668
660	1774	557	0.0772342
5750	4005	312	0.0322441
1329	34124	600	0.2622545
688	159	11979	0.2597415
41038	704	55377	0.0221268
5067	721	7865	0.1278749
234	3040	32606	0.2235994
35827	19353	406	0.1470875
476	1852	10696	0.0612595
4609	6121	75769	0.0264162
7002	6746	102	0.0538063
3777	24805	14914	0.0584135
30294	23042	1703	0.1946462
1924	5437	2514	0.2349031
372	30080	5534	0.1147108
86893	5108	277	0.0859538
487	8899	40928	0.0299703
4216	48294	265	0.2029061
2325	240	9768	0.2758349
37498	144	75574	0.1021731
815	108	311	0.1407113
22272	7962	1066	0.2818092
380	120	1001	0.1363935
145	156	69240	0.2816199
290	42629	3533	0.1818799
66150	10310	507	0.1459636
2825	1571	2841	0.2877267
24412	31575	2094	0.0753396
7914	4605	140	0.1575052
3518	176	1045	0.0871612
3067	96010	5642	0.2806103
73007	2573	2105	0.2906918
8506	621	2017	0.2696752
592	239	50191	0.0158072
1369	6755	1822	0.0772718
226	603	6293	0.2708264
3917	1042	40971	0.035584
214	2690	3110	0.0555624
501	568	326	0.012378
1740	212	5741	0.1292985
114	42063	4137	0.1614895
13952	347	9004	0.219015
117	13436	9174	0.1190484
82247	38843	23917	0.0931205
19158	992	19592	0.2739589
147	992	1405	0.0636768
541	4795	1202	0.2157813
1715	14457	1598	0.1946451
5747	13560	6458	0.2164219
733	16202	213	0.0661836
5443	4129	1158	0.0592638
1819	313	25568	0.0063185
105	6809	11059	0.2082772
12369	39710	122	0.1113385
731	30508	63789	0.2980425
47322	55575	7254	0.2408354
246	222	133	0.2322486
2134	7627	3338	0.2219183
944	287	496	0.1087149
8020	3540	352	0.2620158
655	3941	22545	0.1253958
30551	2875	121	0.2351119
5493	2907	10901	0.1542967
758	2800	13751	0.2516697
437	402	78844	0.0172785
3909	722	32795	0.0401168
1039	280	53667	0.0838391
129	4272	1065	0.1513313
555	2194	876	0.1132103
7322	259	186	0.0875716
50822	33259	26651	0.1156601
195	462	50509	0.0574096
27685	176	2277	0.1065827
2723	8254	3914	0.2303131
709	1027	204	0.1352932
39267	47034	12053	0.086415
5720	32777	13099	0.2723606
1435	2975	65061	0.0066531
1454	44563	6536	0.0526286
26519	397	6434	0.1713566
39535	5223	336	0.1760934
10880	2265	27052	0.2880399
38359	2675	10347	0.2141072
18052	6258	1154	0.2639523
2287	59804	21941	0.2763985
1742	12713	5828	0.072868
447	43602	345	0.2674211
75862	172	74289	0.0970695
2678	7649	21781	0.0452957
260	192	63351	0.2117886
1432	21903	241	0.1392913
170	511	1999	0.0433885
9958	14991	97235	0.2749347
523	3724	6960	0.1626289
194	4402	26475	0.1583702
869	14045	119	0.0465989
186	47242	5737	0.0863621
3665	225	2180	0.0925469
600	146	59725	0.1491886
2427	156	7692	0.2024514
22360	7847	178	0.1296326
19874	528	779	0.0961914
4097	46105	4945	0.2552265
5254	28082	601	0.023075
3647	164	4137	0.1740436
21082	1277	3530	0.2973666
67041	1239	31476	0.2422768
18738	1316	542	0.2328111
107	57424	77529	0.1386959
267	426	48601	0.0040394
1295	3481	17654	0.2823699
1070	170	23857	0.0804886
218	4820	9860	0.1962388
835	584	1951	0.0021376
7304	310	2551	0.0911328
197	182	1884	0.1572123
3559	142	202	0.189682
2624	352	713	0.0757082
75482	85836	55787	0.0361531
152	604	4823	0.2804969
16963	10132	1037	0.1361413
665	296	1129	0.1459067
1613	54579	1206	0.1530211
16261	13784	15391	0.0355279
4612	20568	119	0.0667867
111	3949	13228	0.0534111
28416	97313	884	0.2560368
87874	657	9301	0.0404494
19255	4675	67572	0.1766135
1123	13673	24257	0.1196111
3079	982	6601	0.0751176
316	18053	4320	0.2343734
302	57327	26004	0.0624306
687	733	686	0.1825019
52623	22186	3401	0.2056782
26404	8259	11863	0.0011598
1772	122	51351	0.145998
4360	85251	5244	0.2320219
6809	208	1789	0.242311
574	1803	49850	0.0628552
184	3984	1068	0.088708
2490	112	2139	0.2272952
263	55006	11365	0.2590717
313	28454	29951	0.2168265
14424	3168	31503	0.1076726
3142	239	44265	0.2851549
31000	652	39407	0.2950124
29462	609	312	0.0448225
8410	6183	100	0.2830966
2634	41693	342	0.2080283
851	1620	9154	0.0562835
2713	2188	47223	0.1981545
672	274	67224	0.0809232
6119	8180	136	0.2818769
47379	17277	768	0.156525
4274	5131	5467	0.1340996
6458	701	425	0.2933474
1048	1368	31196	0.0177564
471	11486	1775	0.0687978
3915	541	52207	0.2672603
1377	228	11594	0.0904023
14255	6088	5133	0.0583808
95735	14299	15917	0.1487193
3975	25055	38563	0.0752685
343	79691	20588	0.0745516
55884	8727	18357	0.1154822
19910	29473	5558	0.0882716
57385	2235	1283	0.2091783
18047	5377	23087	0.0143698
129	21821	5686	0.1057477
204	534	416	0.0275139
2449	357	819	0.2518614
57692	6022	8769	0.0710116
942	2335	3666	0.2047284
1263	215	3472	0.2010293
4717	23527	6745	0.1923596
1562	46443	4782	0.1766458
2199	327	25062	0.156596
556	20401	8448	0.1670828
1492	8703	22351	0.1726638
443	3821	43640	0.1364738
8701	19326	4333	0.1984833
4288	132	2284	0.285399
339	2898	57536	0.1372875
2169	11006	6527	0.2933261
915	205	675	0.1648808
10004	1112	845	0.2014879
1547	2839	576	0.0538085
14407	341	434	0.2225691
539	984	9464	0.2820907
2140	43454	89473	0.1409042
35792	12170	544	0.2096334
203	759	553	0.2159121
562	787	925	0.0109252
26524	12763	532	0.2713927
3582	440	102	0.1811351
6181	5257	79853	0.2122317
8099	472	433	0.2240054
5397	859	15480	0.1802543
36619	85831	481	0.1890951
4195	6627	1943	0.1475768
79250	130	338	0.0347232
5531	8270	21056	0.1609615
12152	2002	15284	0.209048
805	10405	16568	0.0751248
33236	634	2592	0.1418504
18092	8358	742	0.2274219
993	707	38010	0.2076407
230	6439	245	0.2944603
3623	5096	42373	0.2700639
653	767	79991	0.1157202
1422	68246	670	0.0313692
4752	185	854	0.0289488
8640	68093	20466	0.2546416
2872	30172	1216	0.29544
3610	6638	524	0.2042175
1266	2743	5088	0.0927479
140	22395	1837	0.0592145
218	8945	65969	0.223213
7345	3807	12807	0.2711084
290	2460	1545	0.104269
19583	572	2271	0.1320967
508	8957	1729	0.0631592
3620	189	2732	0.0222836
350	894	2177	0.1920872
929	17608	1607	0.1965858
63649	34743	12603	0.0893868
347	3574	1549	0.0137274
5933	13584	5204	0.0926026
183	277	403	0.0879706
782	569	38870	0.1227602
2410	10433	24316	0.1374451
14054	189	135	0.0972146
1094	358	3318	0.0326593
41471	11374	21199	0.1365861
312	818	519	0.2826625
1144	304	1101	0.0331183
7849	26185	686	0.2170285
6362	1146	6155	0.2995922
1608	448	278	0.2477204
83777	110	3694	0.2175359
1144	189	26423	0.1946655
1187	1711	76569	0.2932122
3534	1540	110	0.1723329
8943	3390	27438	0.138618
648	5418	850	0.2670606
226	122	25386	0.1864036
31295	1753	802	0.0671093
958	1238	3032	0.0562386
23157	33702	60792	0.233524
3399	32489	781	0.0508648
4036	12677	1740	0.2133024
505	5037	390	0.2342287
1433	15887	3737	0.2252037
11564	298	493	0.0496344
817	78401	14548	0.1739244
50356	235	10946	0.1039729
38164	870	303	0.2818477
670	544	623	0.1469819
377	5351	1253	0.11033
1056	8509	1480	0.1999144
214	1023	3223	0.2242202
2459	1286	3334	0.1324963
88308	6984	7122	0.1712926
4848	143	51735	0.0136138
3354	32528	1083	0.2600757
476	4585	1485	0.2157388
7405	365	554	0.2820926
12130	38375	9402	0.2587416
88781	208	77016	0.0989134
4861	7631	2118	0.2445525
25944	933	6073	0.1225413
114	13597	198	0.1419968
72266	343	228	0.1202997
70151	3858	106	0.0744076
1153	1547	22678	0.0401668
26470	43698	99775	0.0500476
26919	762	85009	0.0460162
125	380	68884	0.0105717
45011	315	17426	0.2475276
6536	38492	13536	0.1125476
31649	35823	291	0.1682214
144	21517	38760	0.2447847
773	10098	1147	0.1226572
6079	556	40495	0.2308333
2074	1923	9642	0.0582611
208	515	19429	0.1733463
1084	638	546	0.1163821
2661	493	1431	0.1614107
199	224	21978	0.1196192
718	17923	781	0.0121728
36756	4419	2991	0.2516171
182	13350	656	0.0919857
29108	2727	5464	0.0651547
1446	2744	93280	0.088626
17914	129	21888	0.19651
2993	216	3587	0.0766906
27473	25961	56313	0.2267671
304	303	3098	0.0397147
6608	353	6998	0.266654
35678	708	5803	0.0149054
3565	420	6662	0.2460036
16479	661	114	0.2534049
817	84660	2789	0.1588954
5889	257	4272	0.2168187
66871	846	468	0.0595707
37418	92717	14328	0.2314967
76497	1299	6728	0.1700204
16650	14095	671	0.2719158
15903	25854	330	0.2887205
3672	1391	13685	0.0270727
38822	6653	3949	0.2887653
810	3341	1741	0.2505135
462	538	689	0.0852197
4252	41170	20995	0.1833019
2644	25767	8719	0.2329743
18021	8235	249	0.0641729
218	41931	98272	0.1882404
31791	127	845	0.0320108
183	87089	57161	0.1720885
2180	34801	98364	0.1050627
49156	26113	57502	0.2891696
78216	8151	20959	0.1559756
11855	788	78482	0.2682517
4378	10704	22054	0.226897
3632	4534	135	0.2187956
153	5004	32530	0.2614107
1095	2640	1237	0.173695
52635	257	32482	0.2862507
217	1105	27225	0.2573269
188	2334	1987	0.1069632
1154	2167	5647	0.0314354
83424	16899	642	0.0648739
7949	2164	424	0.2601563
66118	38188	3459	0.2829071
12014	5201	286	0.0320031
4333	897	182	0.1004299
68331	3621	852	0.1326959
12830	130	2891	0.0911449
57041	6240	3627	0.0583852
7568	85184	1188	0.1210534
21980	23787	1906	0.2401251
5944	3618	39900	0.2332848
1617	751	4391	0.1947436
18195	1522	40595	0.0150908
3799	90504	5685	0.2337444
223	754	37464	0.0689828
9847	1786	2095	0.041907
642	95606	169	0.2746866
321	38076	4757	0.2689389
4933	11992	2487	0.2683711
95327	941	37340	0.2770815
58451	383	2176	0.2066366
63364	203	18302	0.1459966
13259	1243	960	0.2595162
7398	5006	529	0.2084694
73336	332	865	0.1525207
788	466	23727	0.2489154
2605	10586	6502	0.2513315
142	2800	118	0.188887
5687	3012	50978	0.2398174
24149	41857	49572	0.1723157
130	50820	6454	0.1982027
4828	1020	206	0.2204023
460	23499	742	0.0465903
659	1333	49645	0.0877922
6741	72253	22854	0.0403676
840	43726	5817	0.0399354
953	1889	609	0.2887094
103	51882	5896	0.0661297
72266	3681	451	0.0430949
70705	1779	62125	0.0537887
157	8999	142	0.2751146
333	271	133	0.1355587
315	2697	4100	0.2495809
40365	95546	89660	0.2453868
70323	175	2125	0.1252854
1443	11583	25748	0.012523
14963	8249	204	0.1068022
400	18268	567	0.0473176
22874	847	6177	0.1428843
108	6088	279	0.1525605
2687	347	3627	0.1762911
3594	50899	1780	0.2733708
24599	5472	131	0.1781429
444	340	60828	0.2722831
39342	16839	912	0.2093727
250	2185	810	0.1973897
100	1178	863	0.0843096
2657	176	1597	0.0113391
712	38842	1359	0.2377924
2605	7571	219	0.2452215
20968	1216	128	0.1508664
7281	25950	36672	0.0385459
843	524	310	0.2191639
229	158	210	0.1315917
48809	9339	426	0.2177747
1953	23516	24693	0.293871
26096	10817	4717	0.2139235
4670	234	144	0.2209402
1995	174	3990	0.1207818
954	510	4483	0.1685754
2414	9243	163	0.2246799
9018	6791	525	0.0914237
148	12569	506	0.227671
162	93572	19666	0.011216
60987	73584	80836	0.0654419
2719	7184	5418	0.2240577
21702	3363	9505	0.1113163
1760	3092	393	0.1774265
6274	3389	2975	0.2014058
14505	26389	441	0.2304426
17737	6411	17046	0.1014922
8620	2004	298	0.2059423
802	118	16976	0.2866513
28987	144	1232	0.260864
147	4825	593	0.2941061
46818	1992	185	0.0868297
70865	7893	110	0.2194912
1085	980	43311	0.0725816
9170	68135	2658	0.156795
24783	3737	1412	0.2727871
2283	196	218	0.1304688
6605	19758	3198	0.0929308
4782	37697	9310	0.2966623
2431	45015	46539	0.1523085
456	15667	29692	0.013598
7412	11105	402	0.2295766
15451	2321	6032	0.2378902
1841	2564	3537	0.0125063
126	101	3717	0.0877502
5692	1147	1991	0.1726538
4036	170	1648	0.0135282
966	2882	3637	0.0045507
8026	515	46896	0.2090385
9353	508	17879	0.1640474
6277	19407	8488	0.1234043
1322	8428	52418	0.0078057
49103	25587	1469	0.0764568
8341	12894	3278	0.0613929
195	5762	291	0.2779557
118	79030	110	0.0548493
36977	31083	281	0.0031218
193	41971	254	0.0025447
207	14526	51322	0.0990711
13761	15445	162	0.0992119
87400	28601	46821	0.1205785
2427	4602	100	0.1356026
1393	150	4368	0.1939758
262	42598	1717	0.1772365
9357	58430	3339	0.0130595
61244	339	73657	0.1698995
29275	5138	1242	0.0715468
531	71242	409	0.1934456
413	193	1378	0.1134807
30121	259	20587	0.0795573
332	482	3217	0.0157067
68530	74974	143	0.1617812
49620	998	78811	0.142321
2907	228	240	0.1007057
6916	24222	116	0.0250341
15278	38731	11026	0.0348525
45419	905	270	0.0261849
62159	2290	4112	0.0353348
117	334	171	0.1363857
11671	32293	2083	0.1459455
74292	5127	445	0.0474919
466	1056	77988	0.026799
425	152	504	0.221703
417	898	15185	0.0168024
409	962	83764	0.1472029
642	445	199	0.1236208
1344	1537	594	0.0988632
48915	22724	1303	0.1571876
5691	76582	35302	0.2967047
9280	1226	1469	0.2489215
221	28120	218	0.1321481
356	922	113	0.1834771
24870	11151	388	0.1078487
66018	9166	221	0.1299069
90090	581	845	0.0701614
11382	6356	12615	0.1139774
68865	1792	7555	0.2299033
252	1646	129	0.1777691
3868	751	762	0.2729305
675	2172	779	0.2829483
1706	102	115	0.1987828
199	20502	29578	0.0615454
111	1969	1226	0.2668519
486	89259	23737	0.1566705
726	29043	274	0.0822884
136	5216	876	0.2566202
653	380	1039	0.083184
4591	1078	6731	0.2339224
523	42934	41002	0.2387705
1305	14133	5812	0.1271298
246	26012	7244	0.2578547
1204	2491	683	0.2021359
114	200	5156	0.2997613
47309	72301	1003	0.1892779
19533	268	23714	0.0912574
1570	209	7097	0.177483
798	4716	643	0.1108828
7409	952	539	0.184011
25272	136	12898	0.0137944
11026	1212	3671	0.1922542
1946	387	2862	0.0749361
68655	3216	307	0.1943852
5376	869	3794	0.000702105
190	609	346	0.1551923
102	5287	293	0.094293
22593	56345	286	0.113787
10303	1330	3473	0.1925585
105	31189	2539	0.0346928
4991	2727	21547	0.118893
109	1163	1720	0.2350352
4582	12168	437	0.0926851
4217	957	2418	0.1264771
1329	969	3955	0.0116838
1151	11771	329	0.0942415
7763	104	2605	0.1647747
2931	26440	510	0.2380175
18972	31183	23237	0.2353621
14461	36152	147	0.1747775
397	30307	22170	0.2237141
4891	2430	416	0.1070562
17141	3309	323	0.1374726
1063	9603	43512	0.2318017
14378	69097	6648	0.0686626
8046	4757	15205	0.2913298
3059	1443	3811	0.2387921
19573	99504	441	0.005318
5654	119	40478	0.2686643
1106	3431	2012	0.2572036
729	3771	66836	0.0780508
328	10737	157	0.236482
1019	1610	592	0.2772307
184	148	1267	0.0546354
535	18553	42650	0.2002843
219	12149	58446	0.2662005
453	8572	3545	0.0246362
2922	405	13177	0.2792892
6780	412	82049	0.2133297
2575	10268	6460	0.0939361
269	20542	57279	0.0288821
45295	3632	193	0.2090403
26353	472	1370	0.0797582
117	496	283	0.1070389
55623	16188	735	0.1383366
416	1537	358	0.0068856
598	2883	103	0.2977656
326	34897	181	0.1638741
70402	9032	734	0.2544202
10347	11766	16210	0.2586129
15411	21903	23984	0.008238
97207	857	17312	0.1762389
69026	2845	13151	0.1433264
3140	18513	477	0.1791386
29178	634	26479	0.0111856
35104	1643	75961	0.2834706
3063	6257	2616	0.2987326
510	33040	6792	0.0982873
23452	25837	18381	0.2186733
48939	1936	24514	0.1985411
9881	16297	358	0.0402597
99411	11070	5729	0.0012884
294	11735	1338	0.2027521
2302	49063	567	0.1204975
93395	92828	657	0.0800967
1751	893	23602	0.0853604
28796	80700	755	0.1094436
18623	4317	107	0.2452175
215	225	9667	0.0517844
71368	154	12039	0.0281287
6700	2818	14767	0.2907437
1886	759	4073	0.1516583
89724	22777	2033	0.1595222
10399	567	8957	0.2542664
7576	158	2613	0.2479592
15512	3700	855	0.0188262
175	47487	72143	0.1454817
2601	74710	39360	0.1453743
103	2887	31099	0.2648271
8596	4156	7969	0.2916676
1065	475	47549	0.2790461
27834	2916	3310	0.0144379
128	20357	456	0.1398688
5951	16114	485	0.0372347
2723	511	259	0.1627282
8838	97980	41224	0.0036236
2138	427	8280	0.2226532
2039	307	1053	0.1735096
123	12840	6606	0.0791982
62186	5309	31771	0.287106
1743	14105	1096	0.2787928
845	40171	6895	0.2978532
135	7272	537	0.2707789
203	2595	7832	0.2292303
385	370	934	0.1652597
4690	62351	438	0.0238941
1167	3237	228	0.1986694
1906	1208	3417	0.1456671
378	3572	789	0.2238605
48079	1588	1387	0.2037799
110	2236	1803	0.2657006
6546	1690	1238	0.2852398
1099	204	271	0.0807
278	2628	2174	0.2784706
3723	30700	7777	0.1688382
83552	434	6858	0.1092602
6553	24026	2829	0.0652168
39642	463	1583	0.0733438
33679	457	1656	0.086423
22388	16696	7973	0.1282645
86955	743	124	0.2591856
1446	787	41731	0.2485815
54511	3283	612	0.2029796
4006	299	689	0.231177
6639	393	2740	0.095179
7548	7415	892	0.275857
234	36476	514	0.0852957
181	276	145	0.208515
56319	236	797	0.0892161
10834	2290	179	0.2504727
361	718	16380	0.1646372
6139	21350	60628	0.2768793
195	4541	142	0.1497078
9188	2887	1313	0.0854148
1320	52651	4901	0.0268188
7266	1822	17039	0.023176
907	85163	65382	0.2956436
4877	3227	33813	0.2053343
201	60348	629	0.0380805
80705	30923	4366	0.2516238
2762	976	14542	0.2991192
3800	8010	71398	0.2518898
26098	936	1193	0.2078377
46951	5565	94544	0.1505215
356	27143	704	0.1407305
26455	196	1344	0.0774204
164	14566	21598	0.1972043
75967	16396	1001	0.1601859
201	523	15541	0.2782946
3880	306	180	0.2452622
23901	240	12846	0.0280919
12198	17246	840	0.2530544
36707	4318	1112	0.0934859
40706	26632	3279	0.2839392
484	2777	630	0.1796899
206	23321	18313	0.2963987
3916	495	93241	0.2390732
45624	548	380	0.1021289
73946	16304	229	0.1487653
481	5049	18131	0.0376522
3008	777	1487	0.1083726
7943	4292	21831	0.0340814
13370	3137	65063	0.2198206
671	32900	7449	0.1357133
325	78788	83174	0.0598667
3580	16653	187	0.2188231
143	143	57879	0.152594
335	76396	316	0.034412
20772	20096	9628	0.1116508
3475	55664	1235	0.0235738
152	118	29562	0.2060534
15308	2285	561	0.0680684
11359	160	5310	0.2156781
1506	23733	75199	0.1134294
3743	7399	12594	0.0783528
123	39220	17739	0.1890407
2063	54978	53390	0.1766205
214	325	405	0.2832192
693	51836	7473	0.2397205
1105	788	20512	0.202265
3821	782	26654	0.2741854
61854	806	1244	0.0427078
135	119	1895	0.2622735
1425	40572	4010	0.2462325
772	5124	1872	0.0789651
849	1840	616	0.2561287
143	15157	5936	0.2782363
61613	135	540	0.2864884
11540	1573	215	0.0052417
19742	2588	3584	0.0449291
574	21927	220	0.0206991
6724	4758	89405	0.1131519
466	1048	64695	0.2509211
9417	393	914	0.0767115
15997	1248	27972	0.2916718
1052	262	160	0.2682055
20714	8644	19010	0.0946995
603	84268	32431	0.2756107
1099	178	952	0.1419783
19542	156	3983	0.2390232
94747	475	216	0.2872959
12902	205	45708	0.2380154
7598	2487	593	0.1348398
428	4253	867	0.1003367
1994	123	16912	0.0407848
24351	57087	33981	0.1278215
1106	13603	14913	0.2100973
3050	444	1279	0.2823908
16429	1124	13908	0.2673746
61287	3768	5542	0.1312907
433	15382	5233	0.0372757
346	56809	167	0.276302
16135	7000	17627	0.0190006
5133	895	1919	0.0152658
2894	19262	536	0.2436916
335	1212	432	0.0567823
573	3858	42620	0.0259687
1229	1527	600	0.1536725
765	241	1450	0.2196511
1112	3795	98877	0.089132
469	77423	2351	0.2047498
132	105	15398	0.1647799
195	360	110	0.2527682
306	362	342	0.2100293
2008	2166	16259	0.1342638
5108	4422	58603	0.1316473
1489	22768	6587	0.2662912
674	1819	922	0.2813792
9830	148	24705	0.0997685
395	119	107	0.1658507
192	1967	1118	0.2746954
29896	13578	5872	0.2567705
16219	6372	238	0.138322
562	5435	84360	0.0858275
787	1579	45155	0.212522
26665	12908	4115	0.163361
